record_no,syszone,use_type,inst_date,material,joint,joint_type,cathodic,diameter,length_ft
3624,540501,dist,7/1/1960,CI,Caulked,rigid,Y,2,809.1535547
3625,541700,dist,6/1/2002,CI,Caulked,rigid,,12,859.3551196
3626,553300,dist,4/1/1973,CI,,,,8,365.8134018
3627,541500,dist,1/1/1927,CI,,,,3,234.437497
3628,541802,dist,1/1/1969,CI,Caulked,rigid,Y,19,305.3741785
3631,542700,dist,3/1/2019,CI,Caulked,rigid,,2,820.0618268
3632,573003,dist,3/1/1971,STL,Arc-welded,robust,,10,48.87627453
3634,573003,dist,5/1/1912,AC,,,,2,99.82750864
3635,536102,dist,2/1/1961,DI,,,,8,861.9948751
3636,536102,dist,6/1/1941,STL,Gas welded,brittle,,15,16.42454105
3638,554516,dist,2/1/1941,STL,Arc-welded,robust,,5,62.49984568
3639,542401,dist,6/1/1954,CI,Caulked,rigid,,16,298.3157487
3640,551700,dist,11/1/1922,DI,EQ joint,robust,,6,453.4879426
3641,551502,dist,6/1/1942,CI,Caulked,rigid,Y,3,115.666511
3642,551700,dist,1/1/1971,CI,Caulked,rigid,,5,684.901575
3643,551502,dist,2/1/1932,CI,Caulked,rigid,,1,112.0607107
3644,570003,dist,8/1/1925,STL,,,,13,56.39559187
3645,572700,dist,5/1/1965,CI,Caulked,rigid,Y,5,810.3611751
3646,572301,dist,2/1/1989,CI,Caulked,rigid,,1,300.054676
3647,572600,dist,1/1/1929,STL,,,Y,5,281.6822989
3648,570403,dist,9/1/1933,CI,Caulked,rigid,,8,250.6140928
3649,554522,dist,4/1/1961,CI,Caulked,rigid,Y,7,131.0080582
3650,554001,dist,7/1/1963,DI,EQ joint,robust,,6,403.1469641
3651,571900,dist,10/1/1974,STL,Arc-welded,robust,,18,329.9356102
3652,543100,dist,2/1/1991,DI,EQ joint,robust,,5,387.9614537
3653,555107,dist,9/1/1953,DI,,,,6,170.2593318
3654,552602,dist,11/1/1969,CI,Caulked,rigid,,4,218.901483
3655,542602,dist,9/1/1922,CI,Caulked,rigid,Y,3,575.5855042
3656,574202,dist,4/1/2009,CI,,,,10,127.3293267
3657,542900,dist,2/1/1931,CI,,,Y,11,177.2381621
3658,542900,dist,1899-11-1,CI,Caulked,rigid,,10,255.3549439
3659,542900,dist,3/1/1976,CI,Caulked,rigid,,7,81.23900154
3660,543100,dist,2/1/1957,CI,,,,11,788.4420201
3663,571701,dist,5/1/1981,CI,Caulked,rigid,,12,205.5420207
3664,554513,dist,6/1/1937,CI,Rubber Gasket,flexible,Y,2,200.4236608
3665,536104,dist,10/1/1913,CI,Caulked,rigid,,8,456.3095294
3666,554201,dist,8/1/1960,CI,,,,23,400.9505118
3667,554201,dist,9/1/1959,STL,,,Y,1,403.9266666
3668,574602,dist,1/1/1942,AC,B&S,rigid,,2,192.6665973
3669,543400,dist,12/1/1998,CI,Caulked,rigid,,7,439.2005144
3670,554002,dist,6/1/1961,CI,Caulked,rigid,Y,12,551.4993946
3671,553901,dist,8/1/1921,CI,,,,11,231.6736184
3672,553801,dist,6/1/1961,CI,,,,15,1463.003961
3673,553901,dist,4/1/1934,CI,Caulked,rigid,Y,13,368.8434917
3674,554001,dist,11/1/1994,CI,Caulked,rigid,,8,345.1438957
3675,554204,dist,11/1/1957,CI,,,,7,503.8063836
3676,554002,dist,11/1/1978,CI,Caulked,rigid,,8,97.53598599
3677,554522,dist,1/1/1984,CI,Rubber Gasket,flexible,,11,257.5256381
3678,571505,dist,5/1/1926,CI,Caulked,rigid,Y,12,303.3892241
3679,553202,dist,2/1/1901,CI,,,,2,25.44724054
3680,574800,dist,3/1/1941,CI,Caulked,rigid,Y,13,93.54540498
3681,574800,dist,8/1/1968,DI,EQ joint,robust,,11,296.0282722
3682,577605,dist,8/1/1978,STL,,,,4,810.9641678
3683,536202,dist,4/1/1999,DI,,,,1,400.3627995
3684,980025,dist,12/1/1943,STL,Gas welded,brittle,Y,19,199.3593335
3685,542104,dist,7/1/1953,STL,Gas welded,brittle,Y,11,203.7416516
3686,575001,dist,3/1/1956,CI,Caulked,rigid,Y,9,344.6816365
3687,574300,dist,7/1/1974,CI,,,,10,224.7508006
3688,551101,dist,9/1/1990,CI,Caulked,rigid,,8,129.0909058
3690,536104,dist,6/1/1942,DI,EQ joint,robust,,1,826.9754844
3691,541700,dist,5/1/1930,DI,EQ joint,robust,,15,2137.889405
3692,552700,dist,8/1/1938,STL,Arc-welded,robust,,5,721.7160276
3693,555105,dist,11/1/1910,STL,Arc-welded,robust,,22,281.6138028
3694,554900,dist,8/1/1952,CI,,,Y,4,732.3959476
3695,555211,dist,9/1/2004,CI,Caulked,rigid,,7,423.8291898
3696,555211,dist,2/1/1977,CI,Caulked,rigid,,7,217.1567066
3697,576904,dist,8/1/1972,DI,EQ joint,robust,,12,1206.197505
3698,575002,dist,4/1/2001,CI,,,,5,615.8550435
3699,555001,dist,7/1/1951,CI,,,,11,37.47823181
3700,552700,dist,1889-8-1,CI,Caulked,rigid,Y,6,1240.786287
3701,552800,dist,2/1/1968,STL,Arc-welded,robust,,8,456.0283933
3702,553000,dist,3/1/1991,DI,Rubber Gasket,flexible,,3,102.4263916
3703,554106,dist,7/1/2019,CI,,,,11,232.4837577
3704,554106,dist,4/1/1959,CI,Caulked,rigid,Y,1,252.2716383
3705,574400,dist,9/1/1969,CI,,,Y,22,240.98098
3706,574500,dist,2/1/1933,STL,,,,7,548.0049103
3707,574000,dist,9/1/1968,CI,Rubber Gasket,flexible,Y,4,398.6288809
3708,573700,dist,5/1/1978,CI,Caulked,rigid,,13,370.3073665
3709,571000,dist,10/1/1998,CI,Caulked,rigid,,3,604.8936847
3710,571000,dist,9/1/1976,CI,,,,3,710.233125
3711,574500,dist,4/1/1933,CI,Caulked,rigid,,1,99.58188519
3712,573800,dist,5/1/1921,CI,,,Y,9,371.3119153
3713,570901,dist,4/1/1951,CI,Caulked,rigid,Y,4,695.4037632
3714,570901,dist,12/1/1900,CI,Rubber Gasket,flexible,,6,289.204582
3715,574500,dist,2/1/1955,CI,Caulked,rigid,,2,83.52760649
3716,574400,dist,5/1/1922,CI,Caulked,rigid,,6,451.4063663
3717,578100,dist,12/1/1921,AC,B&S,rigid,,4,78.17024377
3718,577000,dist,8/1/1921,CI,Caulked,rigid,Y,3,776.8470527
3719,543322,dist,10/1/1969,AC,B&S,rigid,,8,897.9140833
3720,543304,dist,9/1/2008,CI,Rubber Gasket,flexible,,4,484.4136662
3721,543304,dist,11/1/1965,CI,Caulked,rigid,Y,4,262.4642411
3722,543201,dist,4/1/1916,CI,Caulked,rigid,,8,711.9559016
3723,574800,dist,3/1/1915,AC,B&S,rigid,,10,48.96382714
3724,536201,dist,12/1/1922,CI,Caulked,rigid,,11,305.8661074
3725,574500,dist,8/1/1960,CI,Caulked,rigid,,21,595.9497044
3726,551900,dist,12/1/1968,AC,B&S,rigid,,6,140.0254759
3727,570602,dist,6/1/1948,CI,Caulked,rigid,Y,12,423.8732712
3729,572600,dist,2/1/1975,STL,,,,16,162.9664275
3730,550201,dist,7/1/2000,CI,Caulked,rigid,,3,30.01529709
3731,554406,dist,8/1/1987,CI,Caulked,rigid,,8,176.8186797
3732,553502,dist,10/1/1971,CI,Caulked,rigid,Y,8,93.34107919
3733,553502,dist,1/1/1948,CI,,,Y,2,485.2390482
3734,554516,dist,12/1/1969,CONC,,,,24,103.5730475
3735,575300,dist,4/1/1959,CI,Caulked,rigid,,1,873.0986196
3736,541003,dist,8/1/1920,CI,Caulked,rigid,Y,5,76.97352872
3737,553601,dist,5/1/1956,DI,Rubber Gasket,flexible,,1,140.9513797
3738,553601,dist,6/1/1984,DI,,,,3,941.7949806
3740,574201,dist,11/1/1935,CI,Caulked,rigid,Y,7,545.0250735
3741,574201,dist,2/1/1920,CI,Caulked,rigid,,11,207.7587015
3742,573601,dist,7/1/1946,CI,Caulked,rigid,,4,319.6403467
3743,574901,dist,9/1/1978,DI,EQ joint,robust,,16,328.1040204
3744,574100,dist,11/1/1981,CI,Caulked,rigid,,1,915.376202
3745,571201,dist,8/1/1942,DI,,,,15,597.6421972
3746,555001,dist,3/1/1953,CI,Caulked,rigid,,21,293.5788161
3747,555001,dist,4/1/1943,CI,Caulked,rigid,,12,296.5179881
3748,555001,dist,9/1/1945,CI,,,Y,5,178.1730466
3749,555107,dist,9/1/1966,CI,,,Y,10,109.8908756
3750,555107,dist,4/1/1961,AC,,,,5,176.7201054
3751,554513,dist,10/1/1930,CI,Caulked,rigid,Y,8,93.69399354
3752,980025,dist,11/1/1989,CI,Caulked,rigid,,9,873.0171755
3753,554406,dist,8/1/1962,CI,Caulked,rigid,Y,11,363.0096297
3754,577000,dist,4/1/1952,CI,,,,3,202.7675451
3755,577000,dist,12/1/1968,CI,Caulked,rigid,Y,4,223.1185809
3756,575002,dist,6/1/1946,CI,Caulked,rigid,Y,18,457.6584281
3757,574202,dist,2/1/1955,CI,Caulked,rigid,,11,452.7672387
3758,575001,dist,10/1/1926,CI,Caulked,rigid,,9,402.5431523
3761,543304,dist,7/1/1944,CI,,,,9,235.1468531
3762,573403,dist,5/1/1994,CI,Caulked,rigid,,8,155.9588782
3763,543322,dist,7/1/1952,STL,,,,23,602.3353994
3764,554802,dist,5/1/1986,STL,Gas welded,brittle,,4,330.6614405
3765,554900,dist,9/1/1959,CI,Rubber Gasket,flexible,Y,2,180.0207738
3766,550202,dist,5/1/1940,CI,Caulked,rigid,Y,8,706.9268377
3767,552100,dist,9/1/1942,STL,Arc-welded,robust,Y,8,251.4684188
3768,554802,dist,2/1/1974,DI,,,,1,242.3541459
3769,550202,dist,11/1/1992,CI,Caulked,rigid,,3,38.75361266
3770,553400,dist,2/1/1952,DI,,,,1,108.9467633
3771,570001,dist,10/1/1978,DI,EQ joint,robust,,17,56.27872013
3772,555107,dist,1/1/1960,CI,Caulked,rigid,,5,147.191932
3773,555001,dist,2/1/1949,CI,Caulked,rigid,Y,1,97.66212841
3774,555001,dist,6/1/1927,CI,Rubber Gasket,flexible,,4,398.9794019
3775,555001,dist,1/1/1970,AC,B&S,rigid,,7,129.7210512
3776,555107,dist,8/1/1940,CI,Caulked,rigid,,6,109.9868417
3777,540300,dist,12/1/1972,CI,,,,4,390.8006737
3778,980025,dist,12/1/1900,STL,,,Y,1,214.3034478
3779,550301,dist,3/1/1993,DI,,,,9,285.9105122
3780,551900,dist,11/1/1966,AC,B&S,rigid,,10,805.5470625
3781,553000,dist,4/1/1940,CI,Caulked,rigid,,7,263.696661
3782,551900,dist,1/1/1974,CI,,,,4,331.5288903
3783,551900,dist,12/1/1942,STL,,,Y,10,226.7195095
3784,553000,dist,9/1/1950,CI,Caulked,rigid,,7,672.3793496
3785,542800,dist,6/1/1974,CI,Caulked,rigid,,20,291.8629453
3786,554517,dist,1/1/1914,CI,Caulked,rigid,Y,9,235.2017594
3787,554802,dist,11/1/1954,CI,Caulked,rigid,Y,4,55.69579104
3788,541603,dist,4/1/1981,CI,Caulked,rigid,,22,509.7453855
3789,536102,dist,1/1/1955,CI,Caulked,rigid,,6,240.695251
3790,535802,dist,3/1/1977,CI,Caulked,rigid,,4,904.9588843
3791,554301,dist,11/1/1961,CI,Caulked,rigid,,12,394.4631815
3792,552200,dist,1/1/2007,DI,EQ joint,robust,,21,725.2484862
3793,572500,dist,1890-5-1,CI,,,,12,131.724253
3794,572201,dist,7/1/1920,AC,B&S,rigid,,11,138.9791387
3795,574500,dist,3/1/1972,CI,Caulked,rigid,,8,329.8205959
3796,574500,dist,12/1/1960,CI,Caulked,rigid,Y,5,432.9100636
3797,553300,dist,6/1/1922,DI,,,,22,415.6538423
3798,554513,dist,4/1/1910,CI,Caulked,rigid,Y,8,103.8112222
3799,572202,dist,2/1/2019,CI,Caulked,rigid,,6,84.46978207
3800,572202,dist,11/1/1964,CI,Caulked,rigid,Y,3,108.4631437
3801,540502,dist,8/1/1964,STL,Gas welded,brittle,Y,3,602.2406688
3802,554513,dist,5/1/1900,CI,Caulked,rigid,,19,81.00679657
3803,555202,dist,1/1/1954,CI,Caulked,rigid,,2,477.1814652
3804,543322,dist,8/1/1945,CI,Caulked,rigid,,2,609.7760711
3805,542401,dist,9/1/1965,STL,Gas welded,brittle,,18,824.393492
3806,542402,dist,12/1/1947,DI,EQ joint,robust,,24,813.9565699
3808,554522,dist,12/1/2008,STL,Gas welded,brittle,,5,142.0768267
3809,554522,dist,7/1/1956,CI,Rubber Gasket,flexible,Y,6,116.1345788
3810,554521,dist,12/1/1946,STL,Gas welded,brittle,Y,16,61.40666825
3811,554521,dist,2/1/1949,STL,Gas welded,brittle,Y,8,337.934914
3812,554522,dist,10/1/1977,DI,EQ joint,robust,,23,129.8707774
3813,554600,dist,8/1/1970,CI,Caulked,rigid,,17,608.0159811
3814,554522,dist,10/1/1903,CI,,,Y,9,79.26911418
3815,576904,dist,11/1/1907,CI,Caulked,rigid,Y,7,3046.62537
3816,536201,dist,9/1/1953,CI,Caulked,rigid,Y,10,617.8884905
3817,536202,dist,9/1/1970,CI,,,,5,757.0059178
3818,553503,dist,8/1/1943,DI,Rubber Gasket,flexible,,9,447.8767971
3819,543100,dist,1898-5-1,AC,B&S,rigid,,11,261.8842915
3820,542502,dist,5/1/1954,CI,Caulked,rigid,Y,1,820.0341726
3821,543203,dist,7/1/1933,DI,,,,10,1647.088108
3822,541401,dist,10/1/1949,CI,Rubber Gasket,flexible,,12,1804.739997
3823,543305,dist,5/1/1968,STL,Arc-welded,robust,,21,249.37918
3824,551204,dist,3/1/1975,CI,Caulked,rigid,,23,136.9018234
3825,554002,dist,3/1/1991,CI,Caulked,rigid,,12,813.0610822
3826,571900,dist,6/1/1985,DI,,,,8,614.1228001
3827,571900,dist,10/1/1950,CI,,,,2,818.6334282
3828,571900,dist,1890-6-1,AC,B&S,rigid,,4,151.8761559
3829,571800,dist,6/1/1915,CI,Caulked,rigid,Y,24,233.7606178
3830,536201,dist,11/1/1967,CI,Caulked,rigid,,9,143.7810092
3831,536201,dist,11/1/1937,CI,Caulked,rigid,,2,168.5208959
3832,541300,dist,3/1/1982,CI,Caulked,rigid,,3,857.93355
3833,575103,dist,8/1/1909,CI,,,Y,3,182.7629972
3834,573403,dist,12/1/1966,CI,Caulked,rigid,,9,1006.550332
3835,541003,dist,5/1/1931,AC,,,,16,177.6562456
3836,541003,dist,6/1/1953,DI,,,,11,227.9370978
3837,541003,dist,2/1/1980,AC,,,,9,110.6952965
3838,575201,dist,7/1/1942,CI,Caulked,rigid,Y,8,807.5294206
3839,575101,dist,6/1/1965,CI,Rubber Gasket,flexible,Y,3,199.3485884
3840,575202,dist,9/1/1912,CI,Caulked,rigid,Y,11,99.95229766
3841,575300,dist,3/1/1984,CI,,,,8,681.7755972
3842,575201,dist,12/1/1965,DI,,,,12,38.59164117
3843,543305,dist,2/1/1927,CI,,,,11,658.3822339
3844,570602,dist,6/1/1967,CI,Caulked,rigid,Y,2,845.3983391
3845,544001,dist,8/1/1976,AC,,,,9,812.2133158
3846,574000,dist,1/1/1943,CI,Caulked,rigid,Y,7,272.2097189
3847,574000,dist,9/1/1906,CI,Rubber Gasket,flexible,Y,7,230.7654666
3848,574100,dist,7/1/1991,DI,EQ joint,robust,,5,219.3118541
3849,574100,dist,9/1/1999,CI,Caulked,rigid,,1,221.1056539
3850,574100,dist,6/1/1917,CI,Caulked,rigid,,4,306.2510664
3851,574100,dist,2/1/1963,CI,Rubber Gasket,flexible,Y,3,350.8432349
3852,542602,trunk,4/1/1978,DI,,,,33,509.4555305
3853,543304,dist,1891-12-1,CI,Caulked,rigid,Y,3,208.4359081
3854,571800,dist,10/1/1960,CI,Caulked,rigid,,12,156.9030353
3855,571800,dist,4/1/1985,CI,Caulked,rigid,,20,133.3624672
3856,543322,dist,5/1/1907,CI,,,,4,277.7403451
3857,551201,dist,12/1/1947,STL,Arc-welded,robust,,18,1129.221511
3858,551502,dist,11/1/1971,STL,Arc-welded,robust,,19,114.9502605
3860,542401,dist,10/1/1982,CI,Caulked,rigid,,10,100.6985571
3861,553602,dist,2/1/1980,CI,Caulked,rigid,,9,188.9980984
3864,554521,dist,9/1/1989,CI,Caulked,rigid,,11,537.2283339
3865,554521,dist,9/1/1927,CI,Caulked,rigid,Y,12,761.1581076
3866,541802,dist,2/1/1945,STL,,,Y,15,858.3011185
3867,554521,dist,8/1/1991,CI,Rubber Gasket,flexible,,9,53.26909583
3868,553702,dist,12/1/1972,AC,B&S,rigid,,3,1081.134984
3869,575103,dist,9/1/1940,CI,Caulked,rigid,Y,15,601.7549219
3870,575002,dist,1/1/1925,CI,Caulked,rigid,Y,12,439.6267881
3871,543321,dist,4/1/1985,DI,EQ joint,robust,,3,635.2076901
3872,554302,dist,12/1/1962,CI,Caulked,rigid,,1,61.2554559
3873,571800,dist,12/1/1986,CI,Caulked,rigid,,8,371.5254711
3874,574201,dist,9/1/1994,CI,Caulked,rigid,,9,819.2923148
3875,573402,dist,8/1/1981,CI,Caulked,rigid,,9,1610.676975
3876,573401,dist,2/1/1916,DI,,,,7,402.7874827
3877,572202,dist,4/1/1945,DI,,,,8,177.6681404
3880,574201,dist,10/1/1934,DI,,,,1,166.6133473
3881,574201,dist,5/1/1947,DI,,,,7,343.9330984
3882,554513,dist,5/1/1980,DI,,,,12,40.82606181
3883,541100,dist,5/1/1963,CI,,,,2,591.3641213
3884,573202,dist,10/1/1981,CI,,,,8,402.742643
3885,573401,dist,2/1/1999,DI,Rubber Gasket,flexible,,11,207.3055413
3886,571502,dist,4/1/1962,CI,,,Y,6,439.9445749
3887,573401,dist,1/1/1982,DI,,,,7,205.9960431
3888,541300,dist,12/1/1922,CI,,,,10,22.52014647
3889,574400,dist,3/1/1949,CI,Caulked,rigid,,10,65.18314628
3890,574400,dist,5/1/1943,STL,,,,2,658.0216876
3891,574400,dist,2/1/1977,CI,Caulked,rigid,,15,306.4908246
3892,574400,dist,9/1/1973,STL,Arc-welded,robust,,12,537.1595862
3893,574500,dist,11/1/1988,DI,,,,10,155.7627719
3894,574300,dist,6/1/1973,CI,Caulked,rigid,,9,220.8661828
3895,574400,dist,9/1/1982,CI,Caulked,rigid,,5,309.1150061
3896,555202,dist,7/1/1914,STL,Arc-welded,robust,,3,36.90381695
3897,571502,dist,2/1/1931,CI,,,Y,15,152.2424849
3898,573403,dist,4/1/1950,CI,Caulked,rigid,,4,47.18651303
3899,554515,dist,9/1/1973,AC,,,,6,159.0146789
3900,571502,dist,8/1/1959,DI,,,,11,280.3363615
3901,571502,dist,1/1/1920,CI,Caulked,rigid,Y,2,851.3735528
3902,551203,dist,7/1/1965,CI,,,Y,7,283.5718404
3903,554521,dist,11/1/1973,STL,Gas welded,brittle,,20,60.08582731
3904,541500,dist,9/1/1927,DI,,,,4,289.1666726
3905,541401,dist,7/1/1941,CI,Caulked,rigid,Y,12,168.3652246
3906,554516,dist,8/1/1945,CI,Caulked,rigid,,11,38.88288091
3907,554515,dist,9/1/1943,CI,Caulked,rigid,,7,297.0707867
3908,554519,dist,5/1/1943,CI,Caulked,rigid,Y,9,65.87053739
3909,542200,dist,2/1/1990,STL,Arc-welded,robust,,14,296.4346324
3910,542200,dist,12/1/1966,CI,,,Y,1,411.2682335
3911,542103,dist,9/1/1913,AC,B&S,rigid,,10,323.050731
3912,542103,dist,1/1/1931,CI,Rubber Gasket,flexible,,12,285.4808332
3913,574400,dist,2/1/1933,CI,Caulked,rigid,Y,5,485.9288755
3914,574400,dist,10/1/1977,CI,Rubber Gasket,flexible,,10,93.78617981
3915,574300,dist,10/1/1997,STL,,,,4,897.0409584
3916,571600,dist,9/1/1953,DI,EQ joint,robust,,9,64.35230031
3917,570603,dist,2/1/1946,DI,EQ joint,robust,,2,633.7572204
3918,577602,dist,2/1/1944,CI,Caulked,rigid,Y,16,56.84374401
3919,543322,dist,6/1/1979,CI,Caulked,rigid,,8,322.6882014
3920,543304,dist,10/1/1968,CI,Caulked,rigid,,8,333.4599778
3921,543322,dist,3/1/1977,CI,Caulked,rigid,,1,646.4053486
3922,543322,dist,6/1/1968,CI,,,,8,78.69066794
3923,543100,dist,1/1/1956,AC,B&S,rigid,,12,120.7597402
3924,543100,dist,12/1/1947,CI,,,Y,9,70.78281662
3925,554301,dist,10/1/1946,CI,Caulked,rigid,,3,398.1009032
3926,554515,dist,9/1/1997,DI,,,,9,268.2933337
3927,550202,dist,3/1/1959,CI,,,,11,247.686574
3928,554516,dist,8/1/1976,CI,Caulked,rigid,,5,123.8836622
3929,554802,dist,6/1/1966,DI,,,,8,356.7154193
3931,554802,dist,8/1/1950,AC,B&S,rigid,,1,102.2480982
3932,552800,dist,1/1/1957,CI,Caulked,rigid,Y,1,333.3685846
3933,552900,dist,6/1/1910,CI,,,,24,200.2256419
3934,554801,dist,3/1/1995,CI,Caulked,rigid,,3,187.8122921
3935,552100,dist,10/1/1977,CI,Caulked,rigid,,4,133.0933201
3936,554522,dist,2/1/1986,CI,Caulked,rigid,,20,255.4514274
3937,555001,dist,12/1/1983,AC,B&S,rigid,,3,125.6692753
3938,554900,dist,2/1/1947,CI,Caulked,rigid,,7,343.382098
3939,550201,dist,8/1/1958,CI,Caulked,rigid,,3,261.0899411
3940,577900,dist,10/1/1908,STL,,,Y,14,311.1678886
3941,553802,dist,1/1/1946,CI,,,Y,8,149.2212029
3943,570701,dist,5/1/1974,STL,Arc-welded,robust,,5,371.6823249
3944,553901,dist,2/1/1915,STL,Arc-welded,robust,,6,244.5739693
3945,553902,dist,5/1/1989,CI,Caulked,rigid,,3,207.9437892
3946,553400,dist,5/1/1967,AC,B&S,rigid,,5,545.6448707
3947,543100,dist,10/1/1989,STL,Gas welded,brittle,,9,118.8029796
3948,572201,dist,5/1/1950,AC,,,,4,275.4219269
3949,570305,dist,5/1/1984,STL,,,,21,89.25961468
3950,571704,dist,10/1/1978,DI,,,,5,247.4866747
3951,572201,dist,2/1/1976,CI,Caulked,rigid,,13,204.4988683
3952,570303,dist,3/1/1971,DI,,,,11,2018.452562
3953,571502,dist,10/1/1901,CI,Rubber Gasket,flexible,,6,718.4070651
3954,573201,dist,2/1/1946,CI,Caulked,rigid,,21,1003.553514
3955,571800,dist,7/1/1937,DI,EQ joint,robust,,12,1908.600456
3956,554516,dist,11/1/1933,DI,EQ joint,robust,,17,489.7533979
3957,550202,dist,1/1/1944,CI,Caulked,rigid,,5,948.9518092
3958,555002,dist,4/1/1908,CI,Caulked,rigid,Y,5,463.2219844
3959,552800,dist,11/1/1936,CI,Caulked,rigid,,2,359.7904621
3960,554600,dist,5/1/1948,STL,,,Y,12,101.7105901
3961,555001,dist,4/1/1979,CI,Caulked,rigid,,2,309.5495007
3962,554600,dist,11/1/1969,DI,EQ joint,robust,,13,313.178083
3963,552001,dist,5/1/1919,CI,Caulked,rigid,Y,17,303.3512853
3964,552001,dist,3/1/1927,CI,Caulked,rigid,,10,296.1461798
3965,552100,dist,11/1/1963,AC,B&S,rigid,,11,650.4893049
3966,552800,dist,7/1/1969,CI,Rubber Gasket,flexible,Y,3,308.7861328
3967,555001,dist,9/1/1957,DI,,,,12,331.9474947
3968,552900,dist,7/1/1976,STL,Arc-welded,robust,,16,412.5381562
3969,577800,dist,10/1/1947,CI,Caulked,rigid,,7,484.8621411
3971,543304,dist,9/1/1945,DI,EQ joint,robust,,6,79.85454801
3972,543304,dist,11/1/1961,DI,EQ joint,robust,,3,36.97194838
3973,543304,dist,11/1/1991,CI,Caulked,rigid,,9,460.1542839
3974,570202,dist,2/1/1995,DI,EQ joint,robust,,12,407.0505058
3975,554522,dist,10/1/1913,CI,Caulked,rigid,,8,240.7849787
3976,554516,dist,1/1/1950,CI,Caulked,rigid,Y,5,26.82085407
3977,543304,dist,9/1/1922,STL,,,,24,374.9995906
3978,554522,dist,7/1/1952,CI,Rubber Gasket,flexible,Y,12,158.0766214
3979,551501,dist,2/1/1926,DI,,,,22,251.3402164
3980,542602,dist,5/1/1941,CI,Caulked,rigid,,1,527.2968734
3981,542700,dist,4/1/1976,STL,Arc-welded,robust,,18,585.6369576
3982,554521,dist,10/1/1975,CI,Caulked,rigid,,5,303.0905918
3983,542103,dist,4/1/1936,CI,Caulked,rigid,Y,14,1103.324905
3984,541605,dist,10/1/1951,CI,Caulked,rigid,Y,4,294.7525368
3985,535901,dist,9/1/1944,DI,,,,1,1987.216972
3986,543000,dist,2/1/1969,CI,Caulked,rigid,Y,13,378.7348243
3987,543000,dist,7/1/1919,DI,,,,5,352.4187525
3988,543100,dist,11/1/1999,CI,Caulked,rigid,,6,356.9858952
3989,542401,dist,12/1/1984,CI,Caulked,rigid,,15,823.9270467
3990,542402,dist,2/1/1951,CI,Rubber Gasket,flexible,Y,13,407.5409743
3991,555001,dist,1/1/1950,CI,,,Y,11,399.9707288
3992,555105,dist,6/1/1967,CI,Caulked,rigid,,22,402.6370988
3993,554521,dist,4/1/1930,AC,B&S,rigid,,2,53.04624344
3996,542104,dist,3/1/1952,CI,Caulked,rigid,Y,9,78.23489715
3997,542000,dist,3/1/2002,DI,EQ joint,robust,,1,166.1364892
3998,542000,dist,3/1/2002,CI,Caulked,rigid,,1,155.5260419
3999,543322,dist,5/1/2008,DI,EQ joint,robust,,10,215.2965992
4000,543304,dist,12/1/1963,CI,Caulked,rigid,Y,8,152.1555124
4001,553601,dist,3/1/1987,STL,Arc-welded,robust,,1,456.4754685
4002,542105,dist,11/1/1942,CI,,,Y,3,818.7070226
4003,542200,dist,4/1/1931,AC,B&S,rigid,,8,411.0705409
4004,542103,dist,11/1/1912,CI,Caulked,rigid,,8,286.2918689
4005,555002,dist,11/1/1931,DI,EQ joint,robust,,8,144.705929
4006,575102,dist,10/1/1928,CI,Caulked,rigid,Y,9,403.0311201
4007,574400,dist,10/1/1997,CI,Caulked,rigid,,13,1159.504283
4008,574500,dist,9/1/1941,CI,Caulked,rigid,,8,275.4878136
4009,573800,dist,10/1/1999,AC,B&S,rigid,,10,295.7764988
4010,571000,dist,4/1/1966,STL,Gas welded,brittle,,17,60.41335649
4011,573800,dist,10/1/1953,CI,,,,12,378.0483808
4012,571000,dist,12/1/1941,CI,Caulked,rigid,Y,12,1200.768581
4013,574500,dist,12/1/1940,STL,Gas welded,brittle,Y,9,341.549206
4014,542602,dist,1/1/1956,CI,Caulked,rigid,,8,148.0028175
4015,541402,dist,1/1/1960,CI,,,,5,814.3428535
4016,551300,dist,7/1/1976,CI,,,,8,220.7886986
4017,551300,dist,7/1/1950,AC,B&S,rigid,,10,95.58110042
4018,554522,dist,12/1/1948,CI,Caulked,rigid,,1,123.7127888
4019,554517,dist,12/1/1902,CI,Caulked,rigid,Y,10,47.78811855
4020,551201,dist,4/1/1957,CI,Caulked,rigid,,5,110.4008538
4021,551201,dist,12/1/1912,CI,Caulked,rigid,Y,6,382.7074216
4022,551201,dist,1/1/1937,CI,,,,16,477.1571287
4023,553901,dist,1/1/1987,CI,Caulked,rigid,,7,1910.17616
4024,551700,dist,12/1/1966,DI,Rubber Gasket,flexible,,13,250.75212
4025,553504,dist,2/1/1982,CI,Caulked,rigid,,7,636.0257918
4026,553503,dist,12/1/1946,DI,,,,3,198.5968381
4027,553901,dist,3/1/1944,CI,Caulked,rigid,Y,5,97.46694071
4028,572201,dist,9/1/1928,CI,Caulked,rigid,,11,99.59508972
4029,572201,dist,1/1/1954,CI,Rubber Gasket,flexible,Y,8,300.1127352
4030,542900,dist,4/1/1964,CI,,,Y,9,459.6346468
4031,571400,dist,2/1/1921,STL,,,Y,7,156.0505107
4032,554514,dist,3/1/1957,CI,Caulked,rigid,,20,242.1495586
4034,555002,dist,5/1/1940,CI,Caulked,rigid,,4,210.7662512
4035,555106,dist,6/1/1956,CI,Rubber Gasket,flexible,,6,404.6797384
