record_no,syszone,use_type,inst_date,material,joint,joint_type,cathodic,diameter,length_ft
5322,543304,dist,1978-9-1,CI,Caulked,rigid,,8.000000000000000,36.101850509268100
5323,577900,dist,1900-9-1,CI,Rubber Gasket,flexible,,17.000000000000000,278.377106167716000
5324,571800,dist,1968-11-1,CI,Caulked,rigid,,15.000000000000000,1946.955438694100000
5325,574300,dist,1940-8-1,STL,Arc-welded,robust,Y,1.000000000000000,346.916481469527000
5326,570901,dist,1946-3-1,DI,EQ joint,robust,,2.000000000000000,368.491932924570000
5327,574400,dist,1970-5-1,DI,Rubber Gasket,flexible,,15.000000000000000,425.399462807100000
5328,574400,dist,1943-12-1,CI,Caulked,rigid,Y,5.000000000000000,58.399339835835900
5329,574000,dist,1916-8-1,CI,Caulked,rigid,Y,5.000000000000000,65.022254300849700
5330,573700,dist,1960-12-1,CI,Caulked,rigid,,5.000000000000000,1630.388412518950000
5331,571101,dist,1900-9-1,DI,,,,3.000000000000000,1223.425684019830000
5333,571502,dist,1938-11-1,AC,B&S,rigid,,7.000000000000000,518.279365590383000
5334,555202,dist,1931-10-1,CI,Caulked,rigid,,5.000000000000000,107.371214527120000
5336,570703,dist,1975-12-1,CI,Caulked,rigid,,11.000000000000000,151.555705901567000
5337,555105,dist,1960-11-1,AC,B&S,rigid,,12.000000000000000,59.500972563257900
5338,554801,dist,1940-9-1,CI,,,,12.000000000000000,508.828491798205000
5339,554801,dist,1948-3-1,AC,B&S,rigid,,3.000000000000000,280.470355535587000
5340,554900,dist,1976-9-1,CI,Caulked,rigid,,7.000000000000000,309.164736123894000
5341,536202,dist,2011-8-1,CI,,,,5.000000000000000,530.892066916422000
5343,574400,dist,1953-11-1,CI,,,,21.000000000000000,155.033103420665000
5344,574400,dist,1957-3-1,CI,Caulked,rigid,Y,6.000000000000000,309.752726869078000
5345,570305,dist,1994-2-1,DI,,,,9.000000000000000,225.130300953003000
5346,554521,dist,1937-10-1,DI,,,,3.000000000000000,144.334604850029000
5347,553601,dist,1954-1-1,CI,Rubber Gasket,flexible,Y,8.000000000000000,175.975973876661000
5348,553602,dist,1949-2-1,CI,Caulked,rigid,,3.000000000000000,324.701110717978000
5349,571701,dist,1944-4-1,CI,Caulked,rigid,,10.000000000000000,533.883697022604000
5350,570601,dist,1923-3-1,STL,Arc-welded,robust,,13.000000000000000,2667.112852457150000
5351,573902,dist,1932-9-1,CI,Caulked,rigid,,10.000000000000000,428.567213000439000
5352,554521,dist,1953-5-1,CI,Caulked,rigid,,5.000000000000000,145.664251098652000
5353,577602,dist,1999-6-1,CI,Caulked,rigid,,8.000000000000000,41.226513679388100
5354,570202,dist,1959-3-1,CI,Caulked,rigid,,13.000000000000000,711.963523402795000
5355,575101,dist,1942-11-1,DI,EQ joint,robust,,4.000000000000000,916.110640898995000
5356,575002,dist,1954-1-1,CI,Rubber Gasket,flexible,,9.000000000000000,201.777693020881000
5357,575300,dist,1951-12-1,CI,Caulked,rigid,Y,6.000000000000000,449.037751197772000
5358,575101,dist,1999-10-1,STL,Arc-welded,robust,,3.000000000000000,473.759891633752000
5359,575202,dist,1897-6-1,CI,Rubber Gasket,flexible,Y,8.000000000000000,100.424164946002000
5360,575202,dist,1975-1-1,STL,Arc-welded,robust,,15.000000000000000,101.114916755157000
5361,571800,dist,1951-6-1,CI,Caulked,rigid,Y,8.000000000000000,530.754998440942000
5362,543304,dist,1944-9-1,CI,Caulked,rigid,,7.000000000000000,335.221019802819000
5363,553601,dist,1940-2-1,AC,,,,3.000000000000000,490.099952493613000
5364,575001,dist,1962-8-1,CI,Caulked,rigid,Y,10.000000000000000,255.675719804383000
5365,554516,dist,1993-5-1,STL,Arc-welded,robust,,4.000000000000000,412.265230530458000
5366,536102,dist,1967-7-1,CI,Caulked,rigid,Y,5.000000000000000,427.576538079687000
5367,540101,dist,1958-6-1,AC,B&S,rigid,,5.000000000000000,373.549238554530000
5368,554522,dist,1912-7-1,CI,Caulked,rigid,,4.000000000000000,49.599489425766800
5369,553502,dist,1974-2-1,CI,Caulked,rigid,,10.000000000000000,199.675766342799000
5370,553901,dist,1950-5-1,STL,,,Y,12.000000000000000,97.200816226449400
5371,553901,dist,1964-12-1,CI,Caulked,rigid,Y,1.000000000000000,174.314218840773000
5372,542106,dist,1994-6-1,CI,Caulked,rigid,,6.000000000000000,190.672324300156000
5373,553100,dist,1979-3-1,CI,,,,3.000000000000000,94.661524418970400
5374,572201,dist,1947-10-1,AC,,,,2.000000000000000,363.438041301975000
5375,543400,dist,1927-5-1,STL,,,,24.000000000000000,380.034246467648000
5376,577605,dist,1926-1-1,AC,B&S,rigid,,3.000000000000000,584.719440040116000
5377,554203,dist,1985-9-1,CI,Caulked,rigid,,11.000000000000000,97.283384819755300
5378,571800,dist,1973-5-1,CI,Caulked,rigid,,2.000000000000000,92.285353997858400
5379,551204,dist,1953-11-1,CI,Caulked,rigid,,12.000000000000000,215.977412351186000
5380,551204,dist,1927-1-1,DI,EQ joint,robust,,10.000000000000000,124.102480390312000
5381,554515,dist,1945-10-1,CI,Caulked,rigid,Y,11.000000000000000,268.682510317252000
5382,535902,dist,1946-4-1,STL,Gas welded,brittle,Y,18.000000000000000,3122.527853775350000
5383,542401,dist,1963-10-1,AC,,,,6.000000000000000,209.153430979144000
5384,553400,dist,1977-8-1,STL,Arc-welded,robust,,22.000000000000000,358.910336150420000
5385,570403,dist,1955-6-1,CI,Caulked,rigid,,13.000000000000000,208.067397118329000
5386,541003,dist,1915-8-1,CI,Caulked,rigid,,4.000000000000000,133.160956194501000
5387,574201,dist,1962-9-1,CI,Caulked,rigid,Y,16.000000000000000,550.765860409236000
5388,572202,dist,1979-8-1,CI,Rubber Gasket,flexible,,12.000000000000000,203.949461936298000
5389,573402,dist,1940-12-1,CI,Caulked,rigid,Y,20.000000000000000,803.888442900334000
5390,572202,dist,1931-2-1,CI,Caulked,rigid,Y,10.000000000000000,143.485479566578000
5391,574201,dist,1930-7-1,CI,Caulked,rigid,Y,6.000000000000000,103.096046591698000
5392,540102,dist,1965-2-1,DI,,,,18.000000000000000,244.579762689646000
5393,540101,dist,1979-12-1,DI,EQ joint,robust,,2.000000000000000,373.412138537582000
5394,980014,dist,1979-12-1,CI,Rubber Gasket,flexible,,9.000000000000000,299.628325115802000
5395,554403,dist,1967-1-1,STL,,,,15.000000000000000,102.363510154242000
5396,554516,dist,1977-8-1,CI,Caulked,rigid,,7.000000000000000,303.321229533431000
5397,571900,dist,1996-5-1,CI,,,,7.000000000000000,334.269806877538000
5398,571900,dist,1955-6-1,CI,,,,9.000000000000000,134.365534176745000
5399,542900,dist,1932-4-1,DI,,,,4.000000000000000,170.075621856241000
5400,543100,dist,1962-3-1,CI,Rubber Gasket,flexible,Y,12.000000000000000,440.352587899255000
5401,574300,dist,1960-3-1,STL,Arc-welded,robust,,19.000000000000000,1431.919115220030000
5403,553601,dist,1969-7-1,CI,Caulked,rigid,,7.000000000000000,118.892432663555000
5404,554513,dist,1936-10-1,CI,,,,6.000000000000000,257.759699813089000
5405,543306,dist,1911-10-1,DI,,,,22.000000000000000,172.959493926323000
5406,543306,dist,1953-8-1,CI,Rubber Gasket,flexible,Y,12.000000000000000,35.145526414469800
5407,573402,dist,1945-3-1,CI,Rubber Gasket,flexible,Y,10.000000000000000,409.756688990057000
5408,573201,dist,1970-6-1,STL,Arc-welded,robust,Y,12.000000000000000,46.544378329102800
5409,573101,dist,1957-12-1,CI,Caulked,rigid,,5.000000000000000,496.184327447139000
5410,573402,dist,1955-12-1,AC,B&S,rigid,,2.000000000000000,301.438892257024000
5411,574201,dist,1937-2-1,CI,Rubber Gasket,flexible,Y,2.000000000000000,317.534357688532000
5412,573402,dist,1958-2-1,CI,Caulked,rigid,,3.000000000000000,92.404033111967000
5413,573201,dist,1971-8-1,CI,Caulked,rigid,,5.000000000000000,109.406415258429000
5414,573403,dist,1970-1-1,CI,Caulked,rigid,Y,6.000000000000000,418.719138315716000
5415,570402,dist,1937-8-1,AC,B&S,rigid,,18.000000000000000,120.501901856619000
5416,570403,dist,1946-6-1,CI,Caulked,rigid,,18.000000000000000,409.081441527784000
5417,543321,dist,1957-6-1,DI,,,,9.000000000000000,182.638415111170000
5418,543306,dist,1945-5-1,CI,Caulked,rigid,Y,7.000000000000000,132.365344235144000
5419,543306,dist,1946-3-1,AC,B&S,rigid,,5.000000000000000,63.870429530467400
5420,543306,dist,1930-1-1,CI,,,Y,6.000000000000000,98.214935913860200
5422,543306,dist,1971-1-1,AC,B&S,rigid,,14.000000000000000,166.806601103698000
5423,575002,dist,1928-5-1,CI,Caulked,rigid,Y,4.000000000000000,94.789150321609100
5424,543306,dist,1935-5-1,STL,Arc-welded,robust,Y,1.000000000000000,250.077416412889000
5425,574800,dist,1986-10-1,CI,Caulked,rigid,,6.000000000000000,117.394989954785000
5426,574800,dist,1966-10-1,CI,Caulked,rigid,,7.000000000000000,168.967782702193000
5427,543000,dist,1921-9-1,CI,Caulked,rigid,Y,6.000000000000000,306.591739145570000
5428,552700,dist,1933-10-1,DI,EQ joint,robust,,12.000000000000000,409.918907846075000
5429,552700,dist,1963-11-1,CI,,,,10.000000000000000,133.802313033843000
5430,552100,dist,1963-6-1,CI,Caulked,rigid,,16.000000000000000,422.071229181059000
5431,552601,dist,1980-7-1,CI,,,,9.000000000000000,175.872174378202000
5432,553702,dist,1988-2-1,DI,Rubber Gasket,flexible,,5.000000000000000,10.319114592260000
5433,573402,dist,1924-12-1,CI,Caulked,rigid,,12.000000000000000,203.380742038420000
5434,573601,dist,1963-1-1,DI,Rubber Gasket,flexible,,4.000000000000000,735.056385815759000
5435,573800,dist,1954-3-1,CI,Caulked,rigid,,10.000000000000000,491.970613836451000
5436,573700,dist,1913-2-1,CI,Caulked,rigid,,23.000000000000000,491.598684644111000
5437,573601,dist,1949-4-1,CI,Caulked,rigid,,4.000000000000000,230.028252121384000
5438,573601,dist,1945-11-1,CI,Caulked,rigid,Y,2.000000000000000,308.608540458209000
5441,573601,dist,1943-1-1,STL,,,,20.000000000000000,95.594472599109600
5442,573700,dist,1975-12-1,AC,B&S,rigid,,3.000000000000000,749.253784507821000
5443,570100,dist,1973-9-1,CI,,,,12.000000000000000,401.510908829862000
5444,554519,dist,1957-8-1,AC,B&S,rigid,,10.000000000000000,336.074231077767000
5445,543306,dist,1923-7-1,CI,,,,4.000000000000000,43.188584042905900
5446,574400,dist,1943-9-1,CI,Caulked,rigid,Y,11.000000000000000,43.908354167714300
5447,574400,dist,1963-1-1,AC,B&S,rigid,,12.000000000000000,502.506054036018000
5448,574300,dist,1919-10-1,STL,,,,6.000000000000000,538.918728530342000
5449,570402,dist,1947-12-1,STL,Arc-welded,robust,,9.000000000000000,607.272497462841000
5450,574602,dist,1995-4-1,STL,Gas welded,brittle,,19.000000000000000,520.303728074224000
5451,551802,dist,1949-11-1,DI,,,,8.000000000000000,260.712464454290000
5452,553202,dist,1977-12-1,DI,,,,10.000000000000000,791.979409045188000
5453,554106,dist,1968-1-1,DI,EQ joint,robust,,7.000000000000000,1469.574003986320000
5455,554106,dist,1953-12-1,CI,,,,8.000000000000000,177.793519085729000
5456,551101,dist,1961-8-1,DI,,,,6.000000000000000,399.175163120098000
5457,535902,dist,1972-2-1,DI,,,,1.000000000000000,1635.124385095730000
5458,554203,dist,1962-1-1,CI,Caulked,rigid,Y,23.000000000000000,199.915639783698000
5459,572001,dist,1944-7-1,CI,,,,17.000000000000000,2000.704734994210000
5460,571400,dist,1987-7-1,CI,Caulked,rigid,,4.000000000000000,239.028929687340000
5461,554406,dist,1985-9-1,CI,,,,15.000000000000000,188.097075087513000
5462,554406,dist,1957-12-1,CI,Caulked,rigid,Y,10.000000000000000,35.735595744881800
5463,570502,dist,1923-7-1,DI,EQ joint,robust,,12.000000000000000,403.057385108461000
5464,570502,dist,2000-12-1,CI,Caulked,rigid,,12.000000000000000,275.735759144623000
5465,573601,dist,1960-2-1,CI,Caulked,rigid,,3.000000000000000,246.926644165221000
5466,573800,dist,1987-9-1,CI,Caulked,rigid,,11.000000000000000,236.298408284068000
5467,573601,dist,1924-6-1,STL,,,,13.000000000000000,227.201622670798000
5468,573700,dist,1940-6-1,CI,Caulked,rigid,,4.000000000000000,131.127516252966000
5469,573601,dist,1965-10-1,STL,,,Y,5.000000000000000,310.724931325886000
5470,573601,dist,1947-11-1,CI,Caulked,rigid,,3.000000000000000,96.974427922962500
5471,573601,dist,1935-1-1,AC,B&S,rigid,,2.000000000000000,245.848287669987000
5472,553503,dist,1955-1-1,CI,,,,1.000000000000000,207.659267277933000
5473,554900,dist,1928-9-1,CI,Rubber Gasket,flexible,Y,1.000000000000000,176.433078670689000
5474,554515,dist,1975-2-1,STL,Arc-welded,robust,,12.000000000000000,77.303011613613500
5475,543322,dist,1961-10-1,STL,,,,19.000000000000000,948.502349461798000
5476,543322,dist,1936-1-1,AC,B&S,rigid,,7.000000000000000,161.961207615728000
5477,551204,dist,1971-10-1,DI,,,,12.000000000000000,254.269618608520000
5478,551204,dist,1941-12-1,CI,Caulked,rigid,,12.000000000000000,415.969363972484000
5479,571102,dist,1961-3-1,DI,Rubber Gasket,flexible,,1.000000000000000,604.936120684826000
5480,571102,dist,1947-5-1,CI,Caulked,rigid,,9.000000000000000,351.569259831817000
5481,571101,dist,1984-8-1,CI,Caulked,rigid,,1.000000000000000,402.102291298327000
5482,552200,dist,1999-12-1,CI,Rubber Gasket,flexible,,5.000000000000000,254.059496625525000
5484,552200,dist,2006-4-1,CI,Rubber Gasket,flexible,,14.000000000000000,414.518162622634000
5485,555300,dist,1970-5-1,CI,,,,5.000000000000000,205.275240857623000
5486,573403,dist,1931-5-1,CI,Caulked,rigid,Y,5.000000000000000,478.293149444174000
5487,554515,dist,1903-3-1,CI,Caulked,rigid,,11.000000000000000,322.989720019665000
5488,554513,dist,1946-5-1,CI,Caulked,rigid,,8.000000000000000,49.466301161080800
5489,554405,dist,1953-11-1,CI,Caulked,rigid,Y,6.000000000000000,422.445775662003000
5490,554405,dist,1977-5-1,CI,,,,8.000000000000000,108.921869675971000
5491,541605,dist,1959-4-1,CI,Caulked,rigid,,5.000000000000000,828.404870814198000
5492,540203,dist,1971-3-1,STL,Arc-welded,robust,Y,3.000000000000000,281.890242644691000
5493,573403,dist,2007-8-1,CI,,,,24.000000000000000,157.485197399344000
5494,542401,dist,1918-9-1,CI,Caulked,rigid,Y,9.000000000000000,984.216198369899000
5495,542200,dist,1988-11-1,CI,Caulked,rigid,,12.000000000000000,66.453566505037200
5496,553201,dist,1944-5-1,DI,,,,3.000000000000000,590.087738116507000
5497,554001,dist,1963-6-1,CI,Caulked,rigid,Y,4.000000000000000,398.931867856223000
5498,574901,dist,1909-4-1,CI,Caulked,rigid,Y,6.000000000000000,393.090076129894000
5499,571201,dist,1974-8-1,CI,,,,6.000000000000000,815.275315593130000
5500,553504,dist,1981-1-1,CI,Caulked,rigid,,7.000000000000000,403.786912338892000
5501,555107,dist,1988-8-1,DI,EQ joint,robust,,1.000000000000000,171.274985275993000
5502,555001,dist,1960-1-1,STL,Arc-welded,robust,Y,2.000000000000000,59.116019670287000
5503,542601,dist,1962-8-1,CI,Rubber Gasket,flexible,,4.000000000000000,226.112214711304000
5504,551001,dist,1942-8-1,CI,Caulked,rigid,Y,8.000000000000000,272.129962305222000
5505,571502,dist,1966-5-1,STL,,,Y,10.000000000000000,220.741874287621000
5506,571703,dist,1957-8-1,DI,,,,16.000000000000000,369.264861625017000
5507,571800,dist,1922-4-1,CI,,,,8.000000000000000,72.647951686804800
5508,571701,dist,1976-11-1,AC,B&S,rigid,,2.000000000000000,91.754231683885700
5509,571701,dist,1982-8-1,CI,Caulked,rigid,,15.000000000000000,15.881364976756900
5510,543321,dist,2007-3-1,CI,Rubber Gasket,flexible,,6.000000000000000,941.872176257805000
5511,543321,dist,1967-10-1,DI,,,,10.000000000000000,564.236211872082000
5512,554521,dist,1967-6-1,CI,,,,1.000000000000000,110.487942266310000
5514,570306,dist,1941-8-1,CI,Caulked,rigid,,10.000000000000000,615.937852528396000
5515,571900,dist,1962-1-1,AC,,,,12.000000000000000,128.248249793988000
5516,554801,dist,1953-2-1,DI,,,,24.000000000000000,152.616621284490000
5517,551402,dist,1982-3-1,DI,Rubber Gasket,flexible,,4.000000000000000,189.010678103026000
5518,551502,dist,2007-8-1,CI,,,,4.000000000000000,128.666390106063000
5519,551502,dist,1927-3-1,CI,Caulked,rigid,Y,8.000000000000000,368.171056017094000
5520,551502,dist,1931-7-1,CI,,,,23.000000000000000,494.167968279668000
5521,570001,dist,1966-11-1,AC,,,,9.000000000000000,1544.423933925860000
5522,570003,dist,1925-4-1,CI,,,Y,9.000000000000000,86.147613655800300
5523,553601,dist,1942-1-1,DI,,,,11.000000000000000,180.417600559753000
5524,571400,dist,1974-12-1,STL,Arc-welded,robust,,23.000000000000000,219.396382593560000
5525,570403,dist,1957-1-1,CI,Caulked,rigid,Y,3.000000000000000,149.776874978518000
5526,554201,dist,1935-12-1,DI,,,,17.000000000000000,382.404771285015000
5527,554301,dist,1940-3-1,CI,Caulked,rigid,Y,9.000000000000000,155.349631842499000
5528,552200,dist,1925-6-1,CI,Caulked,rigid,Y,19.000000000000000,488.840313641687000
5529,541700,dist,1962-4-1,AC,B&S,rigid,,7.000000000000000,66.267891576484300
5530,570306,dist,1991-1-1,CI,Caulked,rigid,,3.000000000000000,90.806238026042800
5531,574300,dist,1912-8-1,DI,EQ joint,robust,,1.000000000000000,35.548631033247200
5534,542104,dist,1903-12-1,AC,,,,11.000000000000000,1853.942402206200000
5535,542602,dist,1982-9-1,AC,B&S,rigid,,1.000000000000000,63.909525902448600
5536,542800,dist,1953-5-1,CI,Caulked,rigid,Y,1.000000000000000,490.808680272474000
5537,554513,dist,1948-7-1,STL,,,Y,3.000000000000000,81.761728035317400
5538,543100,dist,1975-6-1,AC,B&S,rigid,,1.000000000000000,311.615158807147000
5539,543201,dist,1966-2-1,CI,Caulked,rigid,Y,8.000000000000000,1020.902339352260000
5540,543100,dist,1905-4-1,CI,Caulked,rigid,,8.000000000000000,399.845600198462000
5541,543100,dist,1906-8-1,AC,,,,10.000000000000000,124.394782243837000
5542,543203,dist,1961-6-1,CI,Caulked,rigid,Y,7.000000000000000,150.191174344942000
5543,555212,dist,1943-2-1,CI,Caulked,rigid,,1.000000000000000,645.736739461573000
5544,555211,dist,1937-6-1,HDPE,,,,18.000000000000000,608.875686777759000
5545,544002,dist,1963-11-1,CI,Caulked,rigid,Y,18.000000000000000,485.585215360639000
5546,542900,dist,1953-5-1,STL,Arc-welded,robust,,16.000000000000000,1258.181619238760000
5547,543000,dist,1936-8-1,CI,,,Y,9.000000000000000,722.456901251394000
5548,554522,dist,1954-10-1,STL,,,Y,21.000000000000000,122.308129433391000
5549,573102,dist,1955-9-1,DI,Rubber Gasket,flexible,,5.000000000000000,1014.592678884100000
5550,575101,dist,1958-10-1,CI,,,,11.000000000000000,341.359014615939000
5551,570800,dist,1990-5-1,CI,Caulked,rigid,,8.000000000000000,585.285294165772000
5552,570003,dist,1940-6-1,CI,,,Y,19.000000000000000,822.021546056931000
5553,571300,dist,1963-7-1,STL,Arc-welded,robust,,20.000000000000000,181.178352606840000
5554,574100,dist,1979-6-1,CI,Caulked,rigid,,9.000000000000000,293.982683779004000
5555,574901,dist,1987-1-1,CI,,,,13.000000000000000,376.572276648641000
5556,574201,dist,1965-11-1,CI,,,,11.000000000000000,605.971170254270000
5559,571202,dist,1951-1-1,AC,B&S,rigid,,12.000000000000000,679.116567019247000
5560,574201,dist,1960-5-1,CI,Caulked,rigid,,9.000000000000000,853.653436569495000
5561,570800,dist,1935-8-1,CI,Caulked,rigid,,11.000000000000000,1351.479043549760000
5562,573601,dist,1995-10-1,CI,,,,11.000000000000000,390.505495394821000
5563,571201,dist,1959-11-1,CI,Caulked,rigid,Y,18.000000000000000,666.227322901003000
5564,541700,dist,1991-7-1,CI,Caulked,rigid,,23.000000000000000,121.041416777583000
5565,541700,dist,1956-1-1,AC,,,,3.000000000000000,280.945352629125000
5566,540102,dist,1985-11-1,CI,,,,14.000000000000000,729.678100072725000
5567,541700,dist,1943-2-1,CI,Rubber Gasket,flexible,Y,10.000000000000000,283.273015554449000
5568,553701,dist,1981-6-1,CI,Caulked,rigid,,23.000000000000000,708.016952619062000
5570,553100,dist,1932-11-1,CI,Caulked,rigid,Y,22.000000000000000,190.912074395050000
5571,570204,dist,1916-5-1,DI,EQ joint,robust,,2.000000000000000,681.468369498639000
5572,570203,dist,1982-3-1,CI,,,,6.000000000000000,72.345010349314400
5573,570203,dist,1946-2-1,CI,Caulked,rigid,Y,4.000000000000000,86.569689156467200
5574,555202,dist,1930-3-1,CI,Caulked,rigid,,8.000000000000000,765.370633725010000
5575,542401,dist,1966-5-1,DI,,,,5.000000000000000,411.543404209184000
5576,573202,dist,1930-7-1,CI,,,,5.000000000000000,393.129215253588000
5578,573202,dist,1970-10-1,CI,Caulked,rigid,Y,15.000000000000000,105.579365058254000
5579,574300,dist,1961-1-1,STL,Arc-welded,robust,Y,15.000000000000000,241.162699028159000
5581,574300,dist,1940-5-1,CI,Caulked,rigid,,6.000000000000000,1917.714948421130000
5582,574500,dist,1923-6-1,AC,B&S,rigid,,19.000000000000000,756.350371900373000
5583,570503,dist,1941-2-1,DI,,,,4.000000000000000,202.159941370762000
5584,576302,dist,1955-11-1,DI,EQ joint,robust,,15.000000000000000,654.085254581165000
5585,554519,dist,1990-4-1,CI,Caulked,rigid,,22.000000000000000,182.797449855722000
5586,575001,dist,1957-1-1,CI,Caulked,rigid,Y,7.000000000000000,274.221306004176000
5587,541300,dist,1932-1-1,CI,Caulked,rigid,,22.000000000000000,27.479668042809500
5588,572301,dist,1977-4-1,AC,B&S,rigid,,10.000000000000000,341.195377344042000
5589,577700,dist,1959-3-1,CI,Caulked,rigid,,4.000000000000000,400.492306783795000
5590,578000,dist,1978-3-1,CI,Caulked,rigid,,13.000000000000000,401.927361887337000
5591,577700,dist,1955-9-1,CI,,,Y,8.000000000000000,260.068928799059000
5592,572600,dist,1948-5-1,CI,Rubber Gasket,flexible,,8.000000000000000,348.118714290750000
5593,572700,dist,1981-1-1,CI,Caulked,rigid,,9.000000000000000,1207.951468399640000
5594,570701,dist,1943-9-1,CI,,,,5.000000000000000,148.543289757850000
5595,554002,dist,1977-4-1,DI,,,,12.000000000000000,407.349622915962000
5596,554002,dist,1954-2-1,STL,Arc-welded,robust,Y,2.000000000000000,198.548178934939000
5597,554002,dist,1997-5-1,DI,,,,1.000000000000000,342.886379316818000
5598,570703,dist,1913-12-1,DI,,,,5.000000000000000,48.594992987817000
5599,555001,dist,1944-11-1,CI,Caulked,rigid,Y,10.000000000000000,376.395203257258000
5600,577700,dist,1954-3-1,CI,Caulked,rigid,,3.000000000000000,399.497058807453000
5601,572201,dist,1983-8-1,AC,B&S,rigid,,3.000000000000000,1032.826881566880000
5602,577700,dist,1920-1-1,CI,Caulked,rigid,,4.000000000000000,245.046641977465000
5604,543203,dist,1946-7-1,CI,Caulked,rigid,Y,11.000000000000000,402.643722288072000
5605,543100,dist,1959-9-1,CI,Caulked,rigid,Y,1.000000000000000,165.091925340611000
5606,543201,dist,1952-3-1,DI,,,,3.000000000000000,1150.561672695280000
5607,543100,dist,1988-9-1,DI,Rubber Gasket,flexible,,5.000000000000000,386.591653461774000
5608,570002,dist,1959-2-1,CI,,,,8.000000000000000,189.686641553674000
5609,554521,dist,1965-3-1,CI,Caulked,rigid,Y,8.000000000000000,355.893246721031000
5610,554516,dist,1958-11-1,CI,Caulked,rigid,Y,7.000000000000000,498.573922064513000
5611,570003,dist,1921-5-1,CI,Caulked,rigid,,1.000000000000000,158.425380978314000
5613,570003,dist,1923-3-1,AC,B&S,rigid,,9.000000000000000,219.513538339925000
5614,980011,dist,1988-11-1,CI,Caulked,rigid,,5.000000000000000,984.364034016225000
5615,572700,dist,1939-8-1,AC,B&S,rigid,,4.000000000000000,347.877302111221000
5616,572700,dist,1919-12-1,DI,Rubber Gasket,flexible,,11.000000000000000,204.388289852144000
5617,573601,dist,1944-8-1,CI,Caulked,rigid,Y,7.000000000000000,498.880025711736000
5618,541605,dist,1922-3-1,DI,,,,11.000000000000000,815.464466528451000
5619,551102,dist,1912-4-1,CI,Caulked,rigid,Y,4.000000000000000,274.867081302766000
5620,551102,dist,2018-9-1,CI,Caulked,rigid,,16.000000000000000,60.362981715333400
5621,553802,dist,1954-4-1,AC,B&S,rigid,,10.000000000000000,185.859370939653000
5622,551502,dist,1991-1-1,CI,,,,10.000000000000000,135.531678557390000
5623,543322,dist,1941-8-1,CI,Caulked,rigid,,4.000000000000000,540.032699826956000
5624,543322,dist,1926-1-1,CI,Rubber Gasket,flexible,,11.000000000000000,381.131694640364000
5625,554515,dist,1997-6-1,DI,,,,10.000000000000000,349.586022845048000
5626,554515,dist,1992-4-1,CI,Rubber Gasket,flexible,,18.000000000000000,531.048877953107000
5627,551502,dist,1998-12-1,STL,Arc-welded,robust,,13.000000000000000,113.062909143069000
5628,551700,dist,1909-2-1,DI,EQ joint,robust,,2.000000000000000,89.879999083596600
5629,551502,dist,1947-7-1,CI,Rubber Gasket,flexible,Y,11.000000000000000,110.896819706029000
5630,544002,dist,1971-2-1,CI,Rubber Gasket,flexible,,20.000000000000000,461.658988724655000
5631,536202,dist,1974-8-1,CI,Caulked,rigid,,22.000000000000000,330.245017520631000
5632,536202,dist,1937-10-1,CI,,,Y,10.000000000000000,464.562827116061000
5633,554519,dist,1981-4-1,DI,Rubber Gasket,flexible,,4.000000000000000,997.126874309871000
5634,541402,dist,1958-11-1,STL,Arc-welded,robust,,12.000000000000000,792.239539180686000
5635,541500,dist,1955-2-1,STL,,,,22.000000000000000,230.767153218545000
5636,980011,dist,1960-3-1,CI,Caulked,rigid,Y,2.000000000000000,127.764467702174000
5637,575401,dist,1974-12-1,DI,EQ joint,robust,,3.000000000000000,570.467388016928000
5638,542501,dist,1976-3-1,CI,Caulked,rigid,,1.000000000000000,61.678193415595700
5639,575201,dist,1903-2-1,STL,Arc-welded,robust,,5.000000000000000,73.440227460726200
5640,553802,dist,1961-5-1,CI,Caulked,rigid,Y,12.000000000000000,179.915015779100000
5641,577800,dist,1943-5-1,AC,B&S,rigid,,5.000000000000000,99.468288961619500
5642,552001,dist,1983-7-1,CI,Caulked,rigid,,24.000000000000000,1645.098436771890000
5643,552800,dist,1954-10-1,CI,Caulked,rigid,Y,10.000000000000000,491.127835310059000
5645,552900,dist,1952-2-1,CI,Caulked,rigid,,10.000000000000000,385.230213044400000
5648,577602,dist,1989-12-1,DI,Rubber Gasket,flexible,,11.000000000000000,28.781923927695100
5649,553202,dist,1969-1-1,CI,Caulked,rigid,Y,16.000000000000000,724.923158223590000
5650,554406,dist,1995-6-1,AC,,,,1.000000000000000,109.264786181735000
5651,542200,dist,1947-2-1,CI,Rubber Gasket,flexible,,3.000000000000000,403.905984648962000
5652,542200,dist,1934-5-1,CI,Caulked,rigid,,14.000000000000000,410.684487008875000
5653,542103,dist,1932-4-1,DI,EQ joint,robust,,1.000000000000000,121.729193217511000
5654,574300,dist,1941-6-1,AC,,,,2.000000000000000,177.920559639631000
5655,574400,dist,1931-7-1,AC,B&S,rigid,,7.000000000000000,169.283464976925000
5656,574400,dist,1908-6-1,CI,Rubber Gasket,flexible,Y,7.000000000000000,317.399341917101000
5657,542501,dist,1965-1-1,DI,EQ joint,robust,,20.000000000000000,192.766729544452000
5658,543306,dist,1990-3-1,AC,B&S,rigid,,6.000000000000000,371.425611044835000
5659,543306,dist,1989-4-1,CI,,,,5.000000000000000,265.111474213838000
5660,543306,dist,1951-10-1,CI,Caulked,rigid,,5.000000000000000,255.991558203561000
